area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,location,rod,membership,heldItem,tier,levels
Route 208,,Sinnoh,Weezing,110,Morning,,,Surfing,Old,,,4,17-22
Route 208,,Sinnoh,Poliwrath,62,Morning,,,Surfing,Old,,,6,17-22
Route 208,,Sinnoh,Seel,86,,Day,,Surfing,Old,,,1,17-22
Route 208,,Sinnoh,Lombre,271,,Day,,Surfing,Old,,,4,17-22
Route 208,,Sinnoh,Ludicolo,272,,Day,,Surfing,Old,,,6,17-22
Route 208,,Sinnoh,Zubat,41,,,Night,Surfing,Old,,,1,17-22
Route 208,,Sinnoh,Golbat,42,,,Night,Surfing,Old,,,4,17-22
Route 208,,Sinnoh,Crobat,169,,,Night,Surfing,Old,,,6,17-22
Route 210 North,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,25-29
Route 210 North,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,3,25-29
Route 210 North,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,25-29
Route 210 North,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,4,25-29
Route 210 North,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Super,,,5,25-29
Route 210 North,,Sinnoh,Whiscash,340,Morning,Day,Night,Surfing,Super,,,7,25-29
Route 212 North,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,22-26
Route 212 North,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,4,22-26
Route 212 North,,Sinnoh,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,22-26
Route 212 North,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,22-26
Route 212 North,,Sinnoh,Seaking,119,Morning,Day,Night,Surfing,Super,,,3,22-26
Route 212 North,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,4,22-26
Route 212 South,,Sinnoh,Wooper,194,Morning,Day,Night,Surfing,,,,1,24-28
Route 212 South,,Sinnoh,Quagsire,195,Morning,Day,Night,Surfing,,,,3,24-28
Route 212 South,,Sinnoh,Shellos,422,Morning,Day,Night,Surfing,,,,7,24-28
Route 212 South,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,24-28
Route 212 South,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,24-28
Route 212 South,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,3,24-28
Route 212 South,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Good,,,5,24-28
Route 212 South,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,24-28
Route 212 South,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,24-28
Route 212 South,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Super,,,6,24-28
Route 212 South,,Sinnoh,Whiscash,340,Morning,Day,Night,Surfing,Super,,,7,24-28
Route 213,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,1,24-28
Route 213,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,3,24-28
Route 213,,Sinnoh,Shellos,422,Morning,Day,Night,Surfing,,,,7,24-28
Route 213,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,24-28
Route 213,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,24-28
Route 213,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,3,24-28
Route 213,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,2,24-28
Route 213,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,24-28
Route 213,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Good,,,6,24-28
Route 213,,Sinnoh,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,24-28
Route 214,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,23-27
Route 214,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,3,23-27
Route 214,,Sinnoh,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,23-27
Route 214,,Sinnoh,Seaking,119,Morning,Day,Night,Surfing,Old,,,3,23-27
Route 214,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,23-27
Route 214,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,5,23-27
Route 218,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,28-31
Route 218,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,28-31
Route 218,,Sinnoh,Shellos,422,Morning,Day,Night,Surfing,,,,7,28-31
Route 218,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,28-31
Route 218,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,28-31
Route 218,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,5,28-31
Route 218,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,28-31
Route 218,,Sinnoh,Finneon,456,Morning,Day,Night,Surfing,Super,,,5,28-31
Route 218,,Sinnoh,Lumineon,457,Morning,Day,Night,Surfing,Super,,,6,28-31
Route 219,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,20-32
Route 219,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,20-32
Route 219,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,20-32
Route 219,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,20-32
Route 219,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,3,22-34
Route 219,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,20-32
Route 219,,Sinnoh,Clamperl,366,Morning,Day,Night,Surfing,Super,,[[Deep Sea Scale]],5,20-32
Route 219,,Sinnoh,Finneon,456,Morning,Day,Night,Surfing,Super,,,5,20-32
Route 219,,Sinnoh,Lumineon,457,Morning,Day,Night,Surfing,Super,,,6,20-32
Route 220,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,20-32
Route 220,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,20-32
Route 220,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,20-32
Route 220,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,20-32
Route 220,,Sinnoh,Qwilfish,211,Morning,Day,Night,Surfing,Old,,,4,33-38
Route 220,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,3,20-32
Route 220,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,20-32
Route 220,,Sinnoh,Chinchou,170,Morning,Day,Night,Surfing,Super,,,2,20-32
Route 220,,Sinnoh,Lanturn,171,Morning,Day,Night,Surfing,Super,,,5,20-32
Route 220,,Sinnoh,Finneon,456,Morning,Day,Night,Surfing,Super,,,5,20-32
Route 220,,Sinnoh,Lumineon,457,Morning,Day,Night,Surfing,Super,,,6,20-32
Route 221,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,28-32
Route 221,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,5,28-32
Route 221,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,28-32
Route 221,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Old,,,3,28-32
Route 221,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,28-32
Route 221,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,28-32
Route 221,,Sinnoh,Clamperl,366,Morning,Day,Night,Surfing,Super,,[[Deep Sea Tooth]],6,28-32
Route 221,,Sinnoh,Finneon,456,Morning,Day,Night,Surfing,Super,,,5,28-32
Route 221,,Sinnoh,Lumineon,457,Morning,Day,Night,Surfing,Super,,,6,28-32
Route 222,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,,,,1,41-45
Route 222,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,,,,3,41-45
Route 222,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,41-45
Route 222,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,5,41-45
Route 222,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,41-45
Route 222,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,5,41-45
Route 222,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,41-45
Route 222,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Super,,,6,41-45
Route 222,,Sinnoh,Sharpedo,319,Morning,Day,Night,Surfing,Super,,,7,41-45
Route 223,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,1,30-44
Route 223,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,3,30-44
Route 223,,Sinnoh,Mantyke,458,Morning,Day,Night,Surfing,,,,7,22-26
Route 223,,Sinnoh,Binacle,688,Morning,Day,Night,Surfing,,#FF00BF,,8,30-44
Route 223,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,30-44
Route 223,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,1,30-44
Route 223,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,30-44
Route 223,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,4,30-44
Route 223,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Super,,,6,30-44
Route 223,,Sinnoh,Wailmer,320,Morning,Day,Night,Surfing,Super,,,6,30-44
Route 223,,Sinnoh,Wailord,321,Morning,Day,Night,Surfing,Super,,,8,30-44
Route 224,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,,,,1,52-56
Route 224,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,,,,3,52-56
Route 224,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,52-56
Route 224,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,52-56
Route 224,,Sinnoh,Gastrodon,423,Morning,Day,Night,Surfing,,,,8,52-56
Route 224,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,52-56
Route 224,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,4,52-56
Route 224,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,52-56
Route 224,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Super,,,6,52-56
Route 224,,Sinnoh,Luvdisc,370,Morning,Day,Night,Surfing,Super,,,6,52-56
Route 225,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,51-55
Route 225,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,3,51-55
Route 225,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,,,,1,51-55
Route 225,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,51-55
Route 225,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,51-55
Route 225,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,51-55
Route 225,,Sinnoh,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,51-55
Route 225,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,51-55
Route 225,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,3,51-55
Route 225,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Good,,,5,51-55
Route 225,,Sinnoh,Whiscash,340,Morning,Day,Night,Surfing,Good,,,7,51-55
Route 226,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,,,,1,51-55
Route 226,,Sinnoh,Seel,86,Morning,Day,Night,Surfing,,,,1,51-55
Route 226,,Sinnoh,Dewgong,87,Morning,Day,Night,Surfing,,,,3,51-55
Route 226,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,2,51-55
Route 226,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,51-55
Route 226,,Sinnoh,Spheal,363,Morning,Day,Night,Surfing,,,,5,51-55
Route 226,,Sinnoh,Sealeo,364,Morning,Day,Night,Surfing,,,,7,51-55
Route 226,,Sinnoh,Relicanth,369,Morning,Day,Night,Surfing,,,,8,51-55
Route 226,,Sinnoh,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,51-55
Route 226,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,51-55
Route 226,,Sinnoh,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,51-55
Route 226,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,3,51-55
Route 226,,Sinnoh,Seadra,117,Morning,Day,Night,Surfing,Super,,,5,51-55
Route 227,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,53-57
Route 227,,Sinnoh,Poliwag,60,Morning,Day,Night,Surfing,,,,2,53-57
Route 227,,Sinnoh,Poliwhirl,61,Morning,Day,Night,Surfing,,,,4,53-57
Route 227,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,23-27
Route 227,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,5,53-57
Route 227,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Good,,,5,23-27
Route 227,,Sinnoh,Whiscash,340,Morning,Day,Night,Surfing,Super,,,7,53-57
Route 228,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,40-44
Route 228,,Sinnoh,Poliwag,60,Morning,Day,Night,Surfing,,,,2,40-44
Route 228,,Sinnoh,Poliwhirl,61,Morning,Day,Night,Surfing,,,,4,40-44
Route 228,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,40-44
Route 228,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,5,40-44
Route 228,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Good,,,5,40-44
Route 228,,Sinnoh,Whiscash,340,Morning,Day,Night,Surfing,Super,,,7,40-44
Route 229,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,1,47-51
Route 229,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,3,47-51
Route 229,,Sinnoh,Surskit,283,Morning,Day,Night,Surfing,,,,4,47-51
Route 229,,Sinnoh,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,47-51
Route 229,,Sinnoh,Seaking,119,Morning,Day,Night,Surfing,Old,,,4,47-51
Route 229,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,1,47-51
Route 229,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Old,,,5,47-51
Route 230,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,,,,1,47-51
Route 230,,Sinnoh,Seel,86,Morning,Day,Night,Surfing,,,,2,47-51
Route 230,,Sinnoh,Dewgong,87,Morning,Day,Night,Surfing,,,,5,47-51
Route 230,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,1,47-51
Route 230,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,4,47-51
Route 230,,Sinnoh,Spheal,363,Morning,Day,Night,Surfing,,,,5,47-51
Route 230,,Sinnoh,Sealeo,364,Morning,Day,Night,Surfing,,,,7,47-51
Route 230,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,47-51
Route 230,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,4,47-51
Route 230,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,47-51
Route 230,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Super,,,6,47-51
Route 230,,Sinnoh,Wailmer,320,Morning,Day,Night,Surfing,Super,,,6,47-51
Route 230,,Sinnoh,Wailord,321,Morning,Day,Night,Surfing,Super,,,6,47-51
Ruin Valley,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Fishing,Super,,,5,15-23
Ruin Valley,#FF00BF,Sevii Islands,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,15-23
Ruin Valley,#FF00BF,Sevii Islands,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,15-23
Ruin Valley,#FF00BF,Sevii Islands,Marill,183,Morning,Day,Night,Surfing,Good,,,5,15-23
Ruin Valley,#FF00BF,Sevii Islands,Poliwag,60,Morning,Day,Night,Surfing,Old,,[[King's Rock]],1,15-23
Ruin Valley,#FF00BF,Sevii Islands,Wooper,194,Morning,Day,Night,Surfing,Old,,,1,15-23
Ruins of Alph,,Johto,Wooper,194,Morning,Day,Night,Surfing,,,,1,18-25
Ruins of Alph,,Johto,Quagsire,195,Morning,Day,Night,Surfing,,,,2,18-25
Ruins of Alph,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,18-25
Ruins of Alph,,Johto,Poliwag,60,Morning,,Night,Fishing,Good,,,1,18-25
Ruins of Alph,,Johto,Poliwhirl,61,Morning,Day,Night,Fishing,Super,,,4,18-25
Ruins of Alph,,Johto,Buizel,418,Morning,Day,,Fishing,Super,#FF00BF,,6,18-25
Safari Area 1,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,Good,,,1,23-28
Safari Area 1,,Kanto,Poliwag,60,Morning,Day,Night,Surfing,Good,,,1,23-28
Safari Area 1,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Good,,,2,23-28
Safari Area 1,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Good,,,1,23-28
Safari Area 1,,Kanto,Goldeen,118,Morning,Day,,Surfing,Good,,,1,23-28
Safari Area 1,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,23-28
Safari Area 1,,Kanto,Marill,183,Morning,Day,,Fishing,Super,,,7,23-28
Safari Area 2,,Kanto,Poliwag,60,Morning,,Night,Surfing,Old,,,1,12-14
Safari Area 2,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Old,,,2,12-14
Safari Area 2,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,12-14
Safari Area 2,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,Good,,,1,12-14
Safari Area 2,,Kanto,Poliwhirl,61,Morning,,Night,Surfing,Super,,,4,12-14
Safari Area 2,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,12-14
Safari Area 2,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,12-14
Safari Area 2,,Kanto,Lotad,270,Morning,Day,,Fishing,Super,,,6,12-14
Safari Area 3,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,Old,,,1,20-22
Safari Area 3,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Old,,,2,20-22
Safari Area 3,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,20-22
Safari Area 3,,Kanto,Poliwag,60,Morning,,Night,Surfing,Good,,,2,20-22
Safari Area 3,,Kanto,Politoed,186,,,Night,Surfing,Super,,,7,20-22
Safari Area 3,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,20-22
Safari Area 3,,Kanto,Marill,183,Morning,Day,Night,Fishing,Super,,,7,20-22
Safari Entrance,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,Old,,,1,21-26
Safari Entrance,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Good,,,2,21-26
Safari Entrance,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Good,,,1,21-26
Safari Entrance,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,21-26
Safari Entrance,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,21-26
Safari Entrance,,Kanto,Politoed,186,,Day,,Fishing,Good,,,7,21-26
Safari Entrance,,Kanto,Poliwag,60,Morning,,Night,Fishing,Super,,,2,21-26
Safari Entrance,,Kanto,Seaking,119,Morning,Day,Night,Fishing,Super,,,3,21-26
Safari Exclusive,#FF00BF,Kanto,Zubat,41,,,Night,Surfing,,#FF00BF,,1,21-25
Safari Exclusive,#FF00BF,Kanto,Magikarp,129,Morning,Day,Night,Surfing,,#FF00BF,,2,21-25
Safari Exclusive,#FF00BF,Kanto,Gyarados,130,Morning,Day,Night,Surfing,,#FF00BF,,5,21-25
Safari Exclusive,#FF00BF,Kanto,Dratini,147,Morning,,,Surfing,,#FF00BF,,8,21-25
Safari Exclusive,#FF00BF,Kanto,Lotad,270,Morning,,,Surfing,,#FF00BF,,5,21-25
Safari Exclusive,#FF00BF,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Old,#FF00BF,,2,21-25
Safari Exclusive,#FF00BF,Kanto,Poliwag,60,Morning,Day,Night,Surfing,Good,#FF00BF,,1,21-25
Safari Exclusive,#FF00BF,Kanto,Wooper,194,Morning,Day,Night,Surfing,Good,#FF00BF,,1,21-25
Safari Exclusive,#FF00BF,Kanto,Marill,183,,,Night,Surfing,Super,#FF00BF,,5,21-25
Safari Johto Grass and Swamp Zone,,Johto,Marill,183,Morning,Day,Night,Surfing,,,,5,17-21
Safari Johto Grass and Swamp Zone,,Johto,Ducklett,580,Morning,Day,Night,Surfing,,,,5,17-21
Safari Johto Grass and Swamp Zone,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,17-21
Safari Johto Grass and Swamp Zone,,Johto,Poliwag,60,Morning,,Night,Surfing,Good,,,1,17-21
Safari Johto Grass and Swamp Zone,,Johto,Magikarp,129,Morning,Day,Night,Surfing,Good,,,2,17-21
Safari Johto Grass and Swamp Zone,,Johto,Poliwhirl,61,,,Night,Surfing,Super,,,4,17-21
Safari Johto Grass and Swamp Zone,,Johto,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,17-21
Safari Johto Snow Zone,,Johto,Psyduck,54,Morning,Day,Night,Surfing,Good,,,1,15-19
Safari Johto Snow Zone,,Johto,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,15-19
Safari Johto Snow Zone,,Johto,Seadra,117,Morning,Day,Night,Surfing,Super,,,3,15-19
Safari Johto Snow Zone,,Johto,Lapras,131,,Day,,Surfing,Super,#FF00BF,,8,15-19
Safari Johto Snow Zone,,Johto,Spheal,363,Morning,Day,Night,Surfing,Super,,,5,15-19
Safari Johto Snow Zone,,Johto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,15-19
Safari Johto Wet Zone,,Johto,Poliwag,60,,,Night,Surfing,,,,1,17-22
Safari Johto Wet Zone,,Johto,Slowpoke,79,Morning,Day,Night,Surfing,,,,2,17-22
Safari Johto Wet Zone,,Johto,Krabby,98,Morning,Day,Night,Surfing,,,,1,17-22
Safari Johto Wet Zone,,Johto,Wooper,194,Morning,,Night,Surfing,,,,1,17-22
Safari Johto Wet Zone,,Johto,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,17-22
Safari Johto Wet Zone,,Johto,Staryu,120,Morning,Day,Night,Surfing,Super,,,6,17-22
Safari Johto Wet Zone,,Johto,Totodile,158,Morning,Day,Night,Surfing,Super,,,7,17-22
Safari Johto Wet Zone,,Johto,Feebas,349,Morning,Day,Night,Surf,Super,,,8,17-22
Safari Johto Wet Zone,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,17-22
Safari Johto Wet Zone,,Johto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,1,17-22
Safari Johto Wet Zone,,Johto,Remoraid,223,,Day,,Fishing,Super,,,6,17-22
Safari Johto Wet Zone,,Johto,Corphish,341,Morning,Day,Night,Fishing,Super,#FF00BF,,7,17-22
Seafoam B4F,,Kanto,Golbat,42,Morning,Day,Night,Surfing,,,,1,36-40
Seafoam B4F,,Kanto,Dewgong,87,Morning,Day,Night,Surfing,,,,2,36-40
Seafoam B4F,,Kanto,Staryu,120,Morning,,Night,Surfing,,,,6,36-40
Seafoam B4F,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Old,,,2,36-40
Seafoam B4F,,Kanto,Seel,86,Morning,Day,Night,Surfing,Old,,,1,36-40
Seafoam B4F,,Kanto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,36-40
Seafoam B4F,,Kanto,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,36-40
Seafoam B4F,,Kanto,Gyarados,130,Morning,Day,Night,Surfing,Good,,,4,36-40
Seafoam B4F,,Kanto,Slowbro,80,Morning,Day,Night,Surfing,Super,,,4,36-40
Seafoam B4F,,Kanto,Seadra,117,Morning,Day,Night,Surfing,Super,,,4,36-40
Seafoam B4F,,Kanto,Lapras,131,Morning,Day,Night,Surfing,Super,#FF00BF,,8,36-40
Seafoam B4F,,Kanto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,36-40
Sendoff Spring,,Sinnoh,Poliwhirl,61,Morning,Day,Night,Surfing,,,,4,40-44
Sendoff Spring,,Sinnoh,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,40-44
Sendoff Spring,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,40-44
Sendoff Spring,,Sinnoh,Seaking,119,Morning,Day,Night,Surfing,Good,,,3,40-44
Sendoff Spring,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,4,40-44
Sinnoh Safari Area Zone 6,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,1,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Marill,183,Morning,Day,Night,Surfing,,,,4,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Wooper,194,Morning,Day,Night,Surfing,,,,1,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Quagsire,195,Morning,Day,Night,Surfing,,,,3,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Tynamo,602,Morning,,,Surfing,,,,8,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,25-29
Sinnoh Safari Area Zone 6,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,4,25-29
Sinnoh Victory Road B1F,,Sinnoh,Golbat,42,Morning,Day,Night,Surfing,,,,1,45-49
Sinnoh Victory Road B1F,,Sinnoh,Dewgong,87,Morning,Day,Night,Surfing,,,,3,45-49
Sinnoh Victory Road B1F,,Sinnoh,Lapras,131,Morning,Day,Night,Surfing,,,,8,45-49
Sinnoh Victory Road B1F,,Sinnoh,Floatzel,419,Morning,Day,Night,Surfing,,,,7,45-49
Sinnoh Victory Road B1F,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,45-49
Sinnoh Victory Road B1F,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,4,45-49
Sinnoh Victory Road B1F,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,5,45-49
Sinnoh Victory Road B1F,,Sinnoh,Octillery,224,Morning,Day,Night,Surfing,Good,,,6,45-49
Sinnoh Victory Road B1F Deep,,Sinnoh,Golbat,42,Morning,Day,Night,Surfing,,,,1,50-54
Sinnoh Victory Road B1F Deep,,Sinnoh,Seel,86,Morning,Day,Night,Surfing,,,,1,50-54
Sinnoh Victory Road B1F Deep,,Sinnoh,Dewgong,87,Morning,Day,Night,Surfing,,,,3,50-54
Sinnoh Victory Road B1F Deep,,Sinnoh,Lapras,131,Morning,Day,Night,Surfing,,,,8,50-54
Sinnoh Victory Road B1F Deep,,Sinnoh,Floatzel,419,Morning,Day,Night,Surfing,,,,6,50-54
Sinnoh Victory Road B1F Deep,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,1,50-54
