area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,membership,heldItem,tier,levels
Dragons Den B1F,,Johto,Clefairy,35,Morning,,Night,,[[Moon Stone]],5,40-55
Dragons Den B1F,,Johto,Golbat,42,Morning,Day,Night,,,1,40-55
Dragons Den B1F,,Johto,Slowpoke,79,Morning,Day,Night,,,2,40-55
Dragons Den B1F,,Johto,Slowbro,80,Morning,Day,Night,,,5,40-55
Dragons Den B1F,,Johto,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,40-55
Dragons Den B1F,,Johto,Ditto,132,Morning,Day,Night,,[[Quick Powder]],6,40-55
Dragons Den B1F,,Johto,Wobbuffet,202,Morning,Day,Night,,,8,40-55
Dragons Den B1F,,Johto,Gligar,207,Morning,Day,,#FF00BF,[[Razor Fang]],7,40-55
Dragons Den B1F,,Johto,Slugma,218,Morning,Day,Night,,,5,40-55
Dragons Den B1F,,Johto,Goomy,704,,,Night,,,9,56-60
Dragons Den,,Johto,Clefairy,35,Morning,Day,Night,,[[Moon Stone]],5,49-53
Dragons Den,,Johto,Golbat,42,Morning,Day,Night,,[[Soothe Bell]],1,49-53
Dragons Den,,Johto,Slowpoke,79,Morning,Day,Night,,,2,48-52
Dragons Den,,Johto,Slowbro,80,Morning,Day,Night,,,6,49-53
Dragons Den,,Johto,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,49-53
Dragons Den,,Johto,Crobat,169,Morning,Day,Night,,[[Soothe Bell]],6,50-54
Dragons Den,,Johto,Quagsire,195,Morning,Day,Night,,[[Damp Rock]],1,45-49
Dragons Den,,Johto,Watchog,505,Morning,Day,Night,,,2,38-50
Dragons Den Entrance,,Johto,Raticate,20,Morning,Day,Night,,,2,45-49
Dragons Den Entrance,,Johto,Golbat,42,Morning,Day,Night,,,1,45-49
Dragons Den Entrance,,Johto,Onix,95,Morning,Day,Night,,[[Hard Stone]],4,45-49
Dragons Den Entrance,,Johto,Wooper,194,Morning,Day,Night,,,1,45-49
Dragons Den Entrance,,Johto,Quagsire,195,Morning,Day,Night,,,2,45-49
Dragons Den Entrance,,Johto,Gligar,207,Morning,Day,Night,#FF00BF,,8,45-49
Dragons Den Entrance,,Johto,Whismur,293,Morning,Day,Night,,[[Chesto Berry]],3,45-49
Dragons Shrine,,Johto,Zubat,41,Morning,Day,Night,,,1,60-64
Dragons Shrine,,Johto,Golbat,42,Morning,Day,Night,,,1,60-64
Dragons Shrine,,Johto,Seel,86,Morning,Day,Night,,,1,60-64
Dragons Shrine,,Johto,Dewgong,87,Morning,Day,Night,,,2,60-64
Dragons Shrine,,Johto,Onix,95,Morning,Day,Night,,,6,60-64
Dragons Shrine,,Johto,Kingler,99,Morning,Day,Night,,,1,60-64
Dragons Shrine,,Johto,Dragonair,148,,Day,,,,9,60-64
Dragons Shrine,,Johto,Crobat,169,Morning,Day,Night,,,8,60-64
Dragons Shrine,,Johto,Slowking,199,Morning,Day,Night,,,6,60-64
Dragons Shrine,,Johto,Patrat,504,Morning,Day,Night,,,2,60-64
Dragons Shrine,,Johto,Watchog,505,Morning,Day,Night,,,5,60-64
Dragons Shrine,,Johto,Axew,610,Morning,Day,Night,#FF00BF,,8,60-64
Eterna Forest,,Sinnoh,Hoothoot,163,,,Night,,,2,11-14
Eterna Forest,,Sinnoh,Murkrow,198,,,Night,,,8,11-14
Eterna Forest,,Sinnoh,Misdreavus,200,,,Night,,,6,11-14
Eterna Forest,,Sinnoh,Silcoon,266,Morning,Day,Night,,,4,11-14
Eterna Forest,,Sinnoh,Cascoon,268,Morning,Day,Night,,,4,11-14
Eterna Forest,,Sinnoh,Dustox,269,Morning,Day,Night,,,4,11-14
Eterna Forest,,Sinnoh,Starly,396,Morning,Day,Night,,,1,11-14
Eterna Forest,,Sinnoh,Budew,406,Morning,Day,,,,7,11-14
Eterna Forest,,Sinnoh,Cherubi,420,Morning,Day,Night,,[[Shuca Berry]],1,11-14
Eterna Forest,,Sinnoh,Cherrim,421,Morning,Day,Night,,[[Tamato Berry]],6,11-14
Eterna Forest,,Sinnoh,Buneary,427,Morning,Day,,,,7,15-18
Eterna Forest,,Sinnoh,Whirlipede,544,Morning,Day,Night,#FF00BF,,8,11-14
Fiery Path,,Hoenn,Machop,66,Morning,Day,Night,,,1,15-17
Fiery Path,,Hoenn,Geodude,74,Morning,Day,Night,,,1,15-17
Fiery Path,,Hoenn,Grimer,88,Morning,Day,Night,,[[Nugget]],2,15-17
Fiery Path,,Hoenn,Koffing,109,Morning,Day,Night,,,2,15-17
Fiery Path,,Hoenn,Slugma,218,Morning,Day,Night,,[[Heat Rock]],3,15-17
Fiery Path,,Hoenn,Magby,240,Morning,Day,Night,,,7,15-17
Fiery Path,,Hoenn,Numel,322,Morning,Day,Night,,[[Charcoal]],4,15-17
Fiery Path,,Hoenn,Torkoal,324,Morning,Day,Night,,[[Heat Rock]],6,15-17
Fiery Path,,Hoenn,Roggenrola,524,Morning,Day,Night,#FF00BF,[[Everstone]],8,20-23
Five Isle Meadow,#FF00BF,Sevii Islands,Persian,53,,,Night,,,3,46-50
Five Isle Meadow,#FF00BF,Sevii Islands,Meowth,52,Morning,,Night,,,1,15-19
Five Isle Meadow,#FF00BF,Sevii Islands,Hoppip,187,Morning,Day,,,,3,15-19
Five Isle Meadow,#FF00BF,Sevii Islands,Sentret,161,Morning,Day,,,,1,10-14
Five Isle Meadow,#FF00BF,Sevii Islands,Pidgeotto,17,Morning,Day,Night,,,2,46-50
Five Isle Meadow,#FF00BF,Sevii Islands,Ponyta,77,Morning,Day,Night,,,6,15-19
Five Isle Meadow,#FF00BF,Sevii Islands,Psyduck,54,Morning,Day,Night,,,2,15-19
Five Isle Meadow,#FF00BF,Sevii Islands,Rapidash,78,Morning,Day,Night,,,8,20-24
Five Isle Meadow,#FF00BF,Sevii Islands,Skiddo,672,Morning,Day,Night,,,8,10-14
Five Isle Meadow,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,Night,,[[Lagging Tail]],2,12-16
Forest Pit,,Johto,Rhyhorn,111,Morning,Day,Night,,,4,26-30
Forest Pit,,Johto,Sentret,161,Morning,Day,Night,,,1,22-26
Forest Pit,,Johto,Ledyba,165,Morning,Day,Night,,,3,26-30
Forest Pit,,Johto,Sudowoodo,185,Morning,Day,Night,,,6,26-30
Forest Pit,,Johto,Sunkern,191,Morning,Day,Night,,,2,26-30
Forest Pit,,Johto,Murkrow,198,,,Night,,,7,18-22
Forest Pit,,Johto,Pineco,204,Morning,Day,,,,7,18-22
Forest Pit,,Johto,Dunsparce,206,Morning,Day,Night,,,3,26-30
Forest Pit,,Johto,Teddiursa,216,Morning,Day,Night,,,3,26-30
Forest Pit,,Johto,Ursaring,217,Morning,Day,Night,,[[Flame Orb]],5,26-30
Forest Pit,,Johto,Slugma,218,Morning,Day,Night,,,3,26-30
Forest Pit,,Johto,Houndour,228,,,Night,,,8,18-22
Forest Pit,,Johto,Larvitar,246,Morning,Day,,,,8,18-22
Forest Pit,,Johto,Chespin,650,Morning,Day,Night,,,8,18-22
Forest Pit,,Johto,Fennekin,653,Morning,Day,Night,,,8,18-22
Fuego Ironworks,,Sinnoh,Magnemite,81,Morning,Day,Night,,,2,28-31
Fuego Ironworks,,Sinnoh,Magmar,126,Morning,Day,Night,,,8,28-31
Fuego Ironworks,,Sinnoh,Hoppip,187,Morning,Day,Night,,,1,28-31
Fuego Ironworks,,Sinnoh,Wingull,278,Morning,Day,Night,,,1,28-31
Fuego Ironworks,,Sinnoh,Bidoof,399,Morning,Day,Night,,,2,20-32
Fuego Ironworks,,Sinnoh,Shinx,403,Morning,Day,Night,,,7,28-31
Fuego Ironworks,,Sinnoh,Luxio,404,Morning,Day,Night,,,8,28-31
Fuego Ironworks,,Sinnoh,Pachirisu,417,Morning,Day,Night,,,9,28-31
Ghoul Swamp,,Phantasm Land,Aipom,190,Morning,Day,,,,5,31-36
Ghoul Swamp,,Phantasm Land,Arbok,24,Morning,Day,,,,6,25-32
Ghoul Swamp,,Phantasm Land,Bidoof,399,Morning,Day,Night,,,3,19-24
Ghoul Swamp,,Phantasm Land,Cascoon,268,Morning,Day,Night,,,3,15-20
Ghoul Swamp,,Phantasm Land,Dustox,269,Morning,,Night,,,2,25-30
Ghoul Swamp,,Phantasm Land,Gastly,92,Morning,Day,Night,,,6,23-28
Ghoul Swamp,,Phantasm Land,Gengar,94,Morning,Day,Night,,,8,28-33
Ghoul Swamp,,Phantasm Land,Golbat,42,Morning,,Night,,,2,25-32
Ghoul Swamp,,Phantasm Land,Haunter,93,Morning,Day,Night,,,7,25-30
Ghoul Swamp,,Phantasm Land,Seviper,336,Morning,,Night,,,6,25-32
Ghoul Swamp,,Phantasm Land,Snivy,495,Morning,Day,Night,,,9,15-20
Ghoul Swamp,,Phantasm Land,Zubat,41,Morning,,Night,,,1,20-27
Granite Cave 1F,,Hoenn,Golbat,42,Morning,Day,Night,,,5,9-13
Granite Cave 1F,,Hoenn,Diglett,50,Morning,Day,Night,,,1,9-13
Granite Cave 1F,,Hoenn,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],6,9-13
Granite Cave 1F,,Hoenn,Geodude,74,Morning,Day,Night,,,1,9-13
Granite Cave 1F,,Hoenn,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,9-13
Granite Cave 1F,,Hoenn,Makuhita,296,Morning,Day,Night,,[[Black Belt]],3,9-13
Granite Cave 1F,,Hoenn,Timburr,532,Morning,Day,,#FF00BF,,8,15-18
Granite Cave 1F2,,Hoenn,Zubat,41,Morning,Day,Night,,,1,12-14
Granite Cave 1F2,,Hoenn,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],6,12-14
Granite Cave 1F2,,Hoenn,Geodude,74,Morning,Day,Night,,,1,12-14
Granite Cave 1F2,,Hoenn,Makuhita,296,Morning,Day,Night,,[[Black Belt]],3,12-14
Granite Cave B1F,,Hoenn,Zubat,41,Morning,Day,Night,,,1,12-14
Granite Cave B1F,,Hoenn,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],6,12-14
Granite Cave B1F,,Hoenn,Geodude,74,Morning,Day,Night,,,1,12-14
Granite Cave B1F,,Hoenn,Onix,95,Morning,Day,Night,,[[Hard Stone]],6,12-14
Granite Cave B1F,,Hoenn,Whismur,293,Morning,Day,Night,,[[Chesto Berry]],3,12-14
Granite Cave B1F,,Hoenn,Makuhita,296,Morning,Day,Night,,[[Black Belt]],3,12-14
Granite Cave B1F,,Hoenn,Aron,304,,Day,,,[[Hard Stone]],8,12-14
Granite Cave B1F,,Hoenn,Axew,610,Morning,,Night,#FF00BF,,8,16-18
Granite Cave B2F,,Hoenn,Zubat,41,Morning,Day,Night,,,1,12-14
Granite Cave B2F,,Hoenn,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],5,12-14
Granite Cave B2F,,Hoenn,Geodude,74,Morning,Day,Night,,,1,12-14
Granite Cave B2F,,Hoenn,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,12-14
Granite Cave B2F,,Hoenn,Makuhita,296,Morning,Day,Night,,[[Black Belt]],3,12-14
Granite Cave B2F,,Hoenn,Nosepass,299,Morning,Day,Night,,[[Hard Stone]],7,12-14
Granite Cave B2F,,Hoenn,Sableye,302,Morning,,Night,,[[Scope Lens]],9,12-14
Granite Cave B2F,,Hoenn,Mawile,303,,Day,,,,9,12-14
High Tide Entrance Room,,Hoenn,Golbat,42,Morning,Day,Night,,,4,30-38
High Tide Entrance Room,,Hoenn,Dewgong,87,Morning,Day,Night,,,5,30-38
High Tide Entrance Room,,Hoenn,Delibird,225,Morning,Day,Night,,[[NeverMeltIce]],5,30-38
High Tide Entrance Room,,Hoenn,Spheal,363,Morning,Day,Night,,,6,30-38
High Tide Entrance Room,,Hoenn,Sealeo,364,Morning,Day,Night,,,8,30-38
High Tide Entrance Room,,Hoenn,Cubchoo,613,Morning,Day,Night,#FF00BF,,9,30-38
Hoenn Safari Zone Area 1,,Hoenn,Kakuna,14,Morning,,,,,2,28-32
Hoenn Safari Zone Area 1,,Hoenn,Pidgeotto,17,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 1,,Hoenn,Pikachu,25,Morning,Day,Night,,,5,28-32
Hoenn Safari Zone Area 1,,Hoenn,Oddish,43,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 1,,Hoenn,Gloom,44,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 1,,Hoenn,Doduo,84,Morning,Day,Night,,[[Sharp Beak]],1,28-32
Hoenn Safari Zone Area 1,,Hoenn,Natu,177,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 1,,Hoenn,Wobbuffet,202,Morning,Day,Night,,,8,28-32
Hoenn Safari Zone Area 1,,Hoenn,Girafarig,203,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 1,,Hoenn,Treecko,252,Morning,Day,Night,,,8,10-14
Hoenn Safari Zone Area 1,,Hoenn,Buneary,427,Morning,Day,Night,,,8,28-32
Hoenn Safari Zone Area 2,,Hoenn,Pidgeotto,17,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 2,,Hoenn,Oddish,43,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 2,,Hoenn,Gloom,44,,,Night,,,2,28-32
Hoenn Safari Zone Area 2,,Hoenn,Psyduck,54,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 2,,Hoenn,Natu,177,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 2,,Hoenn,Wobbuffet,202,Morning,Day,Night,,,8,28-32
Hoenn Safari Zone Area 2,,Hoenn,Girafarig,203,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 2,,Hoenn,Metang,375,Morning,Day,Night,#FF00BF,[[Metal Coat]],9,33-36
Hoenn Safari Zone Area 3,,Hoenn,Dodrio,85,Morning,Day,Night,,[[Sharp Beak]],3,28-32
Hoenn Safari Zone Area 3,,Hoenn,Doduo,84,Morning,,,,[[Sharp Beak]],1,28-32
Hoenn Safari Zone Area 3,,Hoenn,Girafarig,203,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 3,,Hoenn,Gloom,44,Morning,,Night,,,2,28-32
Hoenn Safari Zone Area 3,,Hoenn,Heracross,214,Morning,,Night,,,8,10-27
Hoenn Safari Zone Area 3,,Hoenn,Natu,177,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 3,,Hoenn,Oddish,43,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 3,,Hoenn,Pidgeotto,17,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 3,,Hoenn,Psyduck,54,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 3,,Hoenn,Rhyhorn,111,Morning,Day,Night,,,5,28-32
Hoenn Safari Zone Area 3,,Hoenn,Riolu,447,,Day,,,,9,10-27
Hoenn Safari Zone Area 4,,Hoenn,Kakuna,14,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 4,,Hoenn,Pidgeotto,17,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 4,,Hoenn,Oddish,43,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 4,,Hoenn,Gloom,44,Morning,,Night,,,2,28-32
Hoenn Safari Zone Area 4,,Hoenn,Geodude,74,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 4,,Hoenn,Dodrio,85,Morning,Day,Night,,[[Sharp Beak]],4,28-32
Hoenn Safari Zone Area 4,,Hoenn,Doduo,84,Morning,Day,Night,,[[Sharp Beak]],2,28-32
Hoenn Safari Zone Area 4,,Hoenn,Pinsir,127,Morning,Day,,,,8,10-27
Hoenn Safari Zone Area 4,,Hoenn,Natu,177,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 4,,Hoenn,Girafarig,203,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 4,,Hoenn,Heracross,214,,,Night,,,8,10-27
Hoenn Safari Zone Area 4,,Hoenn,Donphan,232,Morning,Day,Night,,,5,28-32
Hoenn Safari Zone Area 4,,Hoenn,Litleo,667,Morning,Day,Night,#FF00BF,[[Sharp Beak]],9,28-32
Hoenn Safari Zone Area 5,,Hoenn,Eevee,133,Morning,Day,Night,,[[Razor Fang]],9,23-24
Hoenn Safari Zone Area 5,,Hoenn,Hoothoot,163,,,Night,,,1,28-32
Hoenn Safari Zone Area 5,,Hoenn,Spinarak,167,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 5,,Hoenn,Mareep,179,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 5,,Hoenn,Aipom,190,Morning,Day,Night,,,6,28-32
Hoenn Safari Zone Area 5,,Hoenn,Sunkern,191,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 5,,Hoenn,Gligar,207,Morning,Day,Night,,[[Razor Fang]],8,28-32
Hoenn Safari Zone Area 5,,Hoenn,Snubbull,209,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 5,,Hoenn,Stantler,234,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 6,,Hoenn,Hoothoot,163,Morning,,Night,,,1,28-32
Hoenn Safari Zone Area 6,,Hoenn,Ledyba,165,Morning,Day,Night,,,2,28-32
Hoenn Safari Zone Area 6,,Hoenn,Spinarak,167,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 6,,Hoenn,Aipom,190,Morning,Day,Night,,,6,28-32
Hoenn Safari Zone Area 6,,Hoenn,Sunkern,191,Morning,Day,Night,,,1,28-32
Hoenn Safari Zone Area 6,,Hoenn,Pineco,204,Morning,Day,Night,,,8,28-32
Hoenn Safari Zone Area 6,,Hoenn,Teddiursa,216,Morning,Day,Night,,,3,28-32
Hoenn Safari Zone Area 6,,Hoenn,Houndour,228,,,Night,,,8,28-32
Hoenn Safari Zone Area 6,,Hoenn,Miltank,241,Morning,Day,Night,,[[Moomoo Milk]],6,28-32
Hoenn Safari Zone Area 6,,Hoenn,Torchic,255,Morning,Day,,,,8,28-32
Hoenn Safari Zone Area 6,,Hoenn,Fletchinder,662,Morning,Day,,#FF00BF,,8,28-32
Ice Path 1F,,Johto,Zubat,41,Morning,Day,Night,,,1,21-23
Ice Path 1F,,Johto,Golbat,42,Morning,Day,Night,,,2,21-23
Ice Path 1F,,Johto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,21-23
Ice Path 1F,,Johto,Jynx,124,Morning,Day,Night,,[[Aspear Berry]],6,21-23
Ice Path 1F,,Johto,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,21-23
Ice Path 1F,,Johto,Delibird,225,,,Night,,[[NeverMeltIce]],3,21-23
Ice Path B1F,,Johto,Zubat,41,Morning,Day,Night,,,1,18-20
Ice Path B1F,,Johto,Golbat,42,Morning,Day,Night,,,2,18-20
Ice Path B1F,,Johto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,18-20
Ice Path B1F,,Johto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,18-20
Ice Path B1F,,Johto,Jynx,124,Morning,Day,Night,,[[Aspear Berry]],6,18-20
Ice Path B1F,,Johto,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,18-20
Ice Path B1F,,Johto,Delibird,225,,,Night,,[[NeverMeltIce]],3,18-20
Ice Path B2F,,Johto,Zubat,41,Morning,Day,Night,,,1,21-23
Ice Path B2F,,Johto,Golbat,42,Morning,Day,Night,,,2,21-23
Ice Path B2F,,Johto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,21-23
Ice Path B2F,,Johto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,21-23
Ice Path B2F,,Johto,Sneasel,215,,,Night,,[[Razor Claw]],7,21-23
Ice Path B2F,,Johto,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,21-23
Ice Path B2F,,Johto,Delibird,225,,,Night,,[[NeverMeltIce]],3,21-23
Ice Path B3F,,Johto,Zubat,41,Morning,Day,Night,,,1,17-19
Ice Path B3F,,Johto,Golbat,42,Morning,Day,Night,,,2,17-19
Ice Path B3F,,Johto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,17-19
Ice Path B3F,,Johto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,17-19
Ice Path B3F,,Johto,Sneasel,215,,,Night,,[[Razor Claw]],7,17-19
Ice Path B3F,,Johto,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,17-19
Ice Path B3F,,Johto,Delibird,225,,,Night,,[[NeverMeltIce]],3,17-19
Icefall Cave 1F,#FF00BF,Sevii Islands,Delibird,225,Morning,Day,Night,,[[NeverMeltIce]],3,30-34
Icefall Cave 1F,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,2,30-34
Icefall Cave 1F,#FF00BF,Sevii Islands,Seel,86,Morning,Day,Night,,,1,30-34
Icefall Cave 1F,#FF00BF,Sevii Islands,Sneasel,215,Morning,Day,Night,,[[Razor Claw]],6,30-34
Icefall Cave 1F,#FF00BF,Sevii Islands,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,30-34
Icefall Cave 1F,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-34
Icefall Cave B1F,#FF00BF,Sevii Islands,Delibird,225,Morning,Day,Night,,[[NeverMeltIce]],3,30-34
Icefall Cave B1F,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,2,30-34
Icefall Cave B1F,#FF00BF,Sevii Islands,Seel,86,Morning,Day,Night,,,2,30-34
Icefall Cave B1F,#FF00BF,Sevii Islands,Sneasel,215,Morning,Day,Night,,[[Razor Claw]],6,30-34
Icefall Cave B1F,#FF00BF,Sevii Islands,Swinub,220,Morning,Day,Night,,[[NeverMeltIce]],1,30-34
Icefall Cave B1F,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,30-34
Icefall Back Cave,#FF00BF,Sevii Islands,Dewgong,87,Morning,Day,Night,,,4,41-45
Icefall Back Cave,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,2,41-45
Icefall Back Cave,#FF00BF,Sevii Islands,Psyduck,54,Morning,Day,Night,,,1,41-45
Icefall Back Cave,#FF00BF,Sevii Islands,Seel,86,Morning,Day,Night,,,2,41-45
Icefall Back Cave,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,Night,,[[Lagging Tail]],2,41-45
Icefall Back Cave,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,41-45
Icefall Cave Entrance,#FF00BF,Sevii Islands,Dewgong,87,Morning,Day,Night,,,3,43-49
Icefall Cave Entrance,#FF00BF,Sevii Islands,Golbat,42,Morning,Day,Night,,,2,43-49
Icefall Cave Entrance,#FF00BF,Sevii Islands,Psyduck,54,Morning,Day,Night,,,1,43-49
Icefall Cave Entrance,#FF00BF,Sevii Islands,Seel,86,Morning,Day,Night,,,1,43-49
Icefall Cave Entrance,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,Night,,[[Lagging Tail]],2,43-49
Icefall Cave Entrance,#FF00BF,Sevii Islands,Zubat,41,Morning,Day,Night,,,1,43-49
Ilex Forest,,Johto,Caterpie,10,Morning,Day,,,[[Oran Berry]],1,5-9
Ilex Forest,,Johto,Metapod,11,Morning,,,,,2,5-9
Ilex Forest,,Johto,Weedle,13,Morning,Day,,,[[Leppa Berry]],1,5-9
Ilex Forest,,Johto,Kakuna,14,Morning,,,,,2,5-9
Ilex Forest,,Johto,Zubat,41,,,Night,,,1,5-9
Ilex Forest,,Johto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],2,5-9
Ilex Forest,,Johto,Noctowl,164,,,Night,,[[Soothe Bell]],3,5-9
Ilex Forest,,Johto,Pineco,204,Morning,Day,Night,,[[Sitrus Berry]],8,5-9
Ilex Forest,,Johto,Budew,406,Morning,Day,,,[[Poison Barb]],6,5-9
Ilex Forest,,Johto,Cherubi,420,Morning,,Night,,[[Rindo Berry]],1,5-9
Ilex Forest,,Johto,Carnivine,455,Morning,Day,Night,#FF00BF,,9,5-9
Ilex Forest,,Johto,Foongus,590,Morning,Day,,#FF00BF,,8,11-13
Iron Island 1F,,Sinnoh,Sandshrew,27,Morning,Day,Night,,,1,32-36
Iron Island 1F,,Sinnoh,Sandslash,28,Morning,Day,Night,,,3,32-36
Iron Island 1F,,Sinnoh,Cubone,104,Morning,Day,Night,,,5,32-36
Iron Island 1F,,Sinnoh,Marowak,105,Morning,Day,Night,,,7,32-36
Iron Island 1F,,Sinnoh,Rhyhorn,111,Morning,Day,Night,,,4,32-36
Iron Island 1F,,Sinnoh,Torkoal,324,Morning,Day,Night,,,6,32-36
Iron Island B1F L,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,32-36
Iron Island B1F L,,Sinnoh,Machop,66,Morning,Day,Night,,,2,32-36
Iron Island B1F L,,Sinnoh,Graveler,75,Morning,Day,Night,,,3,32-36
Iron Island B1F L,,Sinnoh,Onix,95,Morning,Day,Night,,,6,32-36
Iron Island B1F L,,Sinnoh,Steelix,208,Morning,Day,Night,,,8,32-36
Iron Island B1F L,,Sinnoh,Medicham,308,Morning,Day,Night,,,7,32-36
Iron Island B1F L,,Sinnoh,Scraggy,559,Morning,Day,Night,#FF00BF,,8,25-30
Iron Island B1F R,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,32-36
Iron Island B1F R,,Sinnoh,Golbat,42,Morning,Day,Night,,,3,32-36
Iron Island B1F R,,Sinnoh,Machop,66,Morning,Day,Night,,,2,32-36
Iron Island B1F R,,Sinnoh,Machoke,67,Morning,Day,Night,,,3,32-36
Iron Island B1F R,,Sinnoh,Graveler,75,Morning,Day,Night,,,3,32-36
Iron Island B1F R,,Sinnoh,Onix,95,Morning,Day,Night,,,6,32-36
Iron Island B1F R,,Sinnoh,Steelix,208,Morning,Day,Night,,,8,32-36
Iron Island B1F R,,Sinnoh,Sableye,302,Morning,Day,Night,,,9,32-36
Iron Island B1F R,,Sinnoh,Pawniard,624,,,Night,#FF00BF,,8,37-41
Iron Island B2F L,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,32-36
Iron Island B2F L,,Sinnoh,Golbat,42,Morning,Day,Night,,,3,32-36
Iron Island B2F L,,Sinnoh,Graveler,75,Morning,Day,Night,,,3,32-36
Iron Island B2F L,,Sinnoh,Onix,95,Morning,Day,Night,,,6,32-36
Iron Island B2F L,,Sinnoh,Steelix,208,Morning,Day,Night,,,8,32-36
Iron Island B2F L,,Sinnoh,Mawile,303,Morning,Day,Night,#FF00BF,,8,32-36
Iron Island B2F R,,Sinnoh,Golbat,42,Morning,Day,Night,,,3,32-36
Iron Island B2F R,,Sinnoh,Geodude,74,Morning,Day,Night,,,1,32-36
Iron Island B2F R,,Sinnoh,Graveler,75,Morning,Day,Night,,,3,32-36
Iron Island B2F R,,Sinnoh,Onix,95,Morning,Day,Night,,,6,32-36
Iron Island B2F R,,Sinnoh,Crobat,169,Morning,Day,Night,,,6,35-39
Iron Island B2F R,,Sinnoh,Klink,599,,Day,,,,9,32-36
Iron Island B2F R,,Sinnoh,Pawniard,624,Morning,,Night,,,8,32-36
Iron Island Exit Room,,Sinnoh,Zubat,41,Morning,Day,Night,,,1,32-36
Iron Island Exit Room,,Sinnoh,Golbat,42,Morning,Day,Night,,,3,32-36
Iron Island Exit Room,,Sinnoh,Graveler,75,Morning,Day,Night,,,3,32-36
Iron Island Exit Room,,Sinnoh,Onix,95,Morning,Day,Night,,,6,32-36
Iron Island Exit Room,,Sinnoh,Steelix,208,Morning,Day,Night,,,8,32-36
Iron Island Exit Room,,Sinnoh,Makuhita,296,Morning,Day,Night,,,2,32-36
